Output,thumb0_X,thumb0_Y,thumb0_Z,thumb1_X,thumb1_Y,thumb1_Z,thumb2_X,thumb2_Y,thumb2_Z,thumb3_X,thumb3_Y,thumb3_Z,index1_X,index1_Y,index1_Z,index2_X,index2_Y,index2_Z,index3_X,index3_Y,index3_Z,middle1_X,middle1_Y,middle1_Z,middle2_X,middle2_Y,middle2_Z,middle3_X,middle3_Y,middle3_Z,ring1_X,ring1_Y,ring1_Z,ring2_X,ring2_Y,ring2_Z,ring3_X,ring3_Y,ring3_Z,pinky0_X,pinky0_Y,pinky0_Z,pinky1_X,pinky1_Y,pinky1_Z,pinky2_X,pinky2_Y,pinky2_Z,pinky3_X,pinky3_Y,pinky3_Z,roothand_X,roothand_Y,roothand_Z,roothand_RotateX,roothand_RotateY,roothand_RotateZ,thumb0_RotateX,thumb0_RotateY,thumb0_RotateZ,thumb1_RotateX,thumb1_RotateY,thumb1_RotateZ,thumb2_RotateX,thumb2_RotateY,thumb2_RotateZ,thumb3_RotateX,thumb3_RotateY,thumb3_RotateZ,index1_RotateX,index1_RotateY,index1_RotateZ,index2_RotateX,index2_RotateY,index2_RotateZ,index3_RotateX,index3_RotateY,index3_RotateZ,middle1_RotateX,middle1_RotateY,middle1_RotateZ,middle2_RotateX,middle2_RotateY,middle2_RotateZ,middle3_RotateX,middle3_RotateY,middle3_RotateZ,ring1_RotateX,ring1_RotateY,ring1_RotateZ,ring2_RotateX,ring2_RotateY,ring2_RotateZ,ring3_RotateX,ring3_RotateY,ring3_RotateZ,pinky0_RotateX,pinky0_RotateY,pinky0_RotateZ,pinky1_RotateX,pinky1_RotateY,pinky1_RotateZ,pinky2_RotateX,pinky2_RotateY,pinky2_RotateZ,pinky3_RotateX,pinky3_RotateY,pinky3_RotateZ,
22,0.005706802,0.02171361,0.01254526,0.01924661,0.04120946,0.02082473,0.03159572,0.0706749,0.02862751,0.03378764,0.1001009,0.04588321,0.02480906,0.05277932,0.08154771,0.02344537,0.06914783,0.1162181,0.01365429,0.09109128,0.1214127,0.007224739,0.04004645,0.08782998,0.001648173,0.06042957,0.1257625,-0.009819731,0.0858053,0.126827,-0.01239492,0.03320003,0.08455059,-0.01964922,0.05227149,0.1183086,-0.02809481,0.07777989,0.1190185,-0.02258246,0.01222968,0.03406432,-0.03227107,0.02817678,0.07630298,-0.03924595,0.04411244,0.1020522,-0.04433782,0.0639658,0.1034776,0,0,0,337.2099,104.4578,155.3404,336.7061,180.4863,122.3983,335.884,212.2656,101.0026,330.1906,201.4946,82.80167,337.8022,208.6624,56.04095,332.1965,102.152,151.1613,334.3519,99.86286,98.04551,331.7234,97.89075,72.72441,334.6841,96.20206,148.7153,335.5888,94.88615,90.17226,334.9725,86.13152,62.20783,338.0263,90.74931,148.5764,341.7708,87.218,92.38581,344.3353,83.94291,54.73673,353.4087,79.51516,159.6581,344.4599,84.40543,147.8402,346.9981,75.74669,97.36909,352.3474,75.08856,64.75268,
23,-0.01703817,0.01769531,0.007616371,-0.0295483,0.0394876,0.008363664,-0.05432935,0.06107116,0.009644032,-0.07953398,0.08227277,0.01879123,-0.03313641,0.07250714,0.06079385,-0.05042367,0.08659148,0.09201249,-0.07276018,0.08853555,0.1020952,-0.02713352,0.05555391,0.07448182,-0.04724826,0.07122874,0.1096264,-0.07385427,0.07292581,0.1177391,-0.02814235,0.03523088,0.0798215,-0.04474178,0.0493381,0.1127061,-0.06859878,0.05495715,0.1237418,-0.01662855,-0.001040459,0.03927234,-0.03135788,0.01338172,0.08059224,-0.04320641,0.02348781,0.1074828,-0.05987151,0.02831388,0.1184871,0,0,0,306.7134,185.4388,70.91134,13.14784,207.3817,62.90019,39.05009,227.8376,57.68068,27.54763,224.3059,44.3912,38.51786,225.7639,35.5615,300.513,198.9812,46.30803,297.9789,195.7072,9.70346,296.1039,201.6915,347.0704,297.25,191.4882,52.03636,295.9935,189.7686,7.987801,289.329,187.9395,352.0216,293.6576,182.269,63.03186,291.3475,171.6666,35.04776,291.6032,161.4605,22.20425,290.531,131.7522,117.0762,289.0887,162.6032,83.96575,284.2142,140.8703,73.07031,289.5071,134.5651,66.1471,
24,-0.01622576,0.01716912,0.0101676,-0.03015332,0.03799605,0.01222277,-0.05722481,0.04751849,0.02828687,-0.07947567,0.05511785,0.05309808,-0.02383132,0.07600904,0.06087607,-0.05695896,0.07550263,0.08021849,-0.07847328,0.06378388,0.07817852,-0.0130903,0.06104589,0.07397342,-0.03630449,0.07609677,0.10744,-0.0631002,0.07143807,0.1135114,-0.0108491,0.0413754,0.08108681,-0.02389081,0.05556226,0.1155047,-0.04921393,0.05598021,0.1245091,-0.006301716,0.001935482,0.04214799,-0.01171619,0.01955736,0.08448511,-0.0213279,0.02790225,0.112833,-0.04084484,0.02901268,0.1191552,0,0,0,313.213,203.7618,65.94379,20.34117,221.6526,62.07732,56.99228,238.4386,32.10794,45.56259,241.561,18.51403,56.16457,234.9788,8.450061,314.3938,211.052,358.9192,311.5355,212.329,314.0362,312.6565,217.0122,295.3568,307.7064,206.6974,34.52277,306.2613,206.1317,343.5818,299.3894,211.6736,312.6768,298.8602,204.8683,48.17155,295.1684,197.6778,2.095313,292.3531,190.6632,333.1637,292.6764,163.826,98.20997,288.4022,194.3454,58.28498,280.2072,180.4551,17.75774,281.8539,153.2443,12.72568,
25,-0.01506009,0.005932808,0.01998571,-0.03569068,0.007267714,0.03428814,-0.05009808,0.006430626,0.06384015,-0.06134716,0.01365387,0.09530011,-0.05753043,0.06196404,0.05386907,-0.06554915,0.07680106,0.08832759,-0.06151237,0.06959033,0.1114807,-0.03849998,0.07348442,0.04987809,-0.04974586,0.1043258,0.07829961,-0.0485691,0.1014304,0.1059909,-0.01749865,0.07464981,0.05025843,-0.02649958,0.1090112,0.06741148,-0.02988197,0.1143441,0.09353873,0.009510547,0.03271341,0.02567679,0.004196003,0.07063127,0.05148891,0.0008390546,0.09969616,0.06195724,-0.001200631,0.1086724,0.08032525,0,0,0,25.84128,268.8926,59.99267,77.94682,20.31555,165.2733,47.01466,65.57506,182.1396,55.26467,52.1558,158.2309,49.27191,66.45314,153.7402,30.63575,271.2809,26.70987,27.70785,270.6176,340.6519,27.21572,274.2724,323.5667,20.87616,271.0453,49.48011,19.55487,270.3068,353.6697,12.32119,271.7182,329.2924,14.21254,269.0085,63.97664,11.3196,264.9459,11.67379,9.219823,261.6328,341.3119,359.1727,257.1801,55.20989,5.375209,266.6246,69.96129,357.9814,262.6826,25.92307,359.4797,257.3881,2.267603,
26,-0.01910712,0.01592195,0.006545424,-0.03473513,0.03558218,0.005449295,-0.0651827,0.04648483,0.01142216,-0.09436709,0.05775988,0.02519143,-0.04052268,0.07453239,0.05342305,-0.07069887,0.08171594,0.07599777,-0.09403184,0.07423198,0.07797861,-0.03128703,0.06063259,0.06866455,-0.06770363,0.06646192,0.09158391,-0.08427702,0.05047166,0.07589269,-0.02890113,0.04128873,0.07658106,-0.06270409,0.04491079,0.09658575,-0.07771629,0.03351605,0.07742047,-0.01416473,0.001901865,0.04019517,-0.02870321,0.01951194,0.08033001,-0.05497676,0.02398109,0.0963096,-0.06829698,0.01953268,0.08131301,0,0,0,315.8089,197.0083,60.41483,23.86624,209.7127,58.78143,58.54197,226.1523,39.437,46.68322,227.0081,28.73802,57.56952,223.5971,17.01644,314.8463,205.7514,15.39779,311.8561,205.7528,332.8557,311.9456,210.6891,311.5573,308.8961,202.5183,12.34492,307.394,202.9942,289.1181,307.2747,218.5631,227.6021,301.1349,201.8361,10.22981,295.8414,203.1853,283.4547,293.7256,212.3616,219.5618,292.4715,164.3578,86.05426,291.5946,189.7668,23.00315,282.9133,206.9168,284.3391,277.9126,212.0026,229.3368,
27,-0.01856714,-0.01250196,0.01266479,-0.04104964,-0.02273607,0.0173296,-0.05451028,-0.04958534,0.03072801,-0.07180491,-0.07451391,0.04647335,-0.07350142,-0.006953716,0.067826,-0.08907371,-0.01953363,0.1005532,-0.09331889,-0.03753662,0.1167467,-0.05603655,0.002164364,0.07890019,-0.07358648,-0.009953499,0.1167235,-0.07819066,-0.03166485,0.1335755,-0.03573753,0.001733541,0.08440676,-0.05041982,-0.00690341,0.1199846,-0.05725775,-0.02590895,0.13772,0.0005923957,-0.002881289,0.04255882,-0.01410863,-0.002366543,0.08632985,-0.02462353,-0.009341002,0.1147273,-0.02986614,-0.02294183,0.1292065,0,0,0,11.52919,235.9332,3.041848,45.98969,164.2441,324.1304,33.61213,114.8674,258.6086,42.97033,125.4751,265.3257,34.66518,113.8028,267.0255,15.57886,239.0005,340.0979,13.11695,240.7977,311.2416,14.24653,244.0684,299.6079,10.49908,242.0215,343.5114,9.343863,242.9191,307.8534,5.607388,248.0683,294.8265,5.309431,246.38,347.2967,1.015357,247.9003,314.9944,357.3981,247.1354,295.1408,346.8894,251.2888,0.6562504,356.8366,250.411,347.0099,352.4977,256.7752,318.11,348.4539,252.8472,306.9331,
28,-0.02211331,0.008816004,0.009732008,-0.04645438,0.0149796,0.01095089,-0.07350078,0.009284973,0.02877393,-0.1005129,0.009346724,0.04972121,-0.06414168,0.07254505,0.02596602,-0.0748468,0.1067746,0.0395883,-0.08687998,0.1151075,0.05933997,-0.04429747,0.07868862,0.0348691,-0.05834581,0.1145487,0.05492279,-0.07314118,0.1181164,0.07826683,-0.02735674,0.07413387,0.04648057,-0.04051232,0.1057196,0.06610784,-0.05616595,0.1130853,0.08668026,-0.0001846701,0.02768648,0.03245512,-0.01135902,0.06436634,0.05818459,-0.02137946,0.088727,0.07466993,-0.03250167,0.09637833,0.09015766,0,0,0,10.13852,234.5318,57.53597,75.80676,273.7594,90.86643,59.50194,50.75086,199.9489,70.23007,37.50499,179.6942,61.56203,51.69233,174.2172,5.103887,242.0015,63.60786,3.10913,239.7705,19.84362,0.7424622,242.0083,359.5875,2.485307,238.632,55.75422,1.264236,237.7968,7.357202,354.7469,237.2354,351.4097,359.0297,234.8699,53.21174,355.7859,231.5294,15.94837,354.7471,227.9786,356.9067,343.3185,223.4608,56.02011,352.8835,229.6365,52.18858,345.2587,228.256,22.64903,347.1389,222.8133,14.09483,
29,-0.0163824,0.01754546,0.009230822,-0.02795517,0.03967535,0.01211169,-0.05590849,0.05500555,0.02018598,-0.08304714,0.06612802,0.03774247,-0.0309632,0.06718457,0.06766602,-0.06028743,0.0738796,0.09147969,-0.08466651,0.07218099,0.09415099,-0.02591482,0.04864919,0.07957199,-0.06036107,0.05726182,0.1045664,-0.08790101,0.05491841,0.101012,-0.02788143,0.02794564,0.08274266,-0.05797891,0.03632438,0.1068235,-0.08479382,0.03816497,0.1065269,-0.0172866,-0.004383206,0.03875396,-0.0320446,0.006299376,0.08118472,-0.05300556,0.01424098,0.1027066,-0.07277289,0.01790571,0.1069419,0,0,0,300.5768,181.4198,74.78179,6.667782,206.5058,62.41307,40.06506,222.4148,37.52313,28.54852,223.6898,21.74181,39.26999,219.6841,12.40967,295.3457,197.1069,24.05805,292.38,195.9367,349.5445,291.5704,204.6395,327.6386,292.2114,186.2548,31.64806,290.7622,185.5077,346.2775,284.4829,193.064,321.7306,287.5313,175.1818,44.84306,284.0604,163.4612,16.37055,283.3327,147.9707,9.819249,289.411,113.251,135.8979,284.893,142.0531,83.91323,280.415,111.6049,80.64231,285.898,106.5752,73.17705,
30,-0.004678801,0.01357317,0.02133802,-0.006809965,0.03348804,0.0365307,-0.02079307,0.05477226,0.05734059,-0.03194362,0.07368362,0.08354124,0.02344811,0.0357759,0.09067217,0.02211757,0.0311408,0.1287323,0.004619464,0.02975988,0.1459448,0.02771458,0.01360714,0.09174296,0.02209537,0.01239395,0.1347825,-0.003341198,0.01425755,0.1460111,0.02150656,-0.006290436,0.08889648,0.01758172,-0.006933689,0.128141,-0.005066648,-0.002055883,0.1417708,0.001461774,-0.0184027,0.03845927,0.01105003,-0.02489364,0.08316067,0.008092806,-0.02295411,0.1140332,-0.007388413,-0.01740706,0.126349,0,0,0,277.5415,175.8211,112.2965,342.4573,237.7864,56.18597,13.71309,248.0568,41.77205,1.657982,248.0477,33.60591,12.33966,246.9741,19.76284,276.9656,2.997336,265.0372,278.4792,22.35693,202.3925,281.0918,11.21252,190.4529,274.6729,62.56423,200.0587,276.1702,62.13279,141.5236,283.1847,36.06448,134.2079,279.4294,78.65279,185.7127,284.3708,77.11388,133.0165,288.3546,75.03709,97.55341,298.1732,86.72788,197.328,287.5367,95.94324,168.0445,293.5499,78.54451,137.4894,298.206,84.78751,99.181,
31,-0.01127011,0.02039146,0.01089072,-0.01810259,0.04430628,0.01454508,-0.02862835,0.07455277,0.02202582,-0.04168868,0.09899902,0.04203206,-0.007023156,0.072824,0.06854582,-0.02964598,0.08570576,0.09672546,-0.05384421,0.08752918,0.1006598,-0.003456771,0.05387926,0.08034354,-0.02175063,0.07019138,0.1161863,-0.04937458,0.07333827,0.1180815,-0.008516073,0.03393793,0.08473712,-0.01950061,0.04705,0.1202809,-0.04530555,0.05393219,0.1233235,-0.01118952,-0.0005092621,0.04116362,-0.0166502,0.01339197,0.08485824,-0.02082562,0.0207324,0.1147631,-0.03916061,0.02811146,0.120375,0,0,0,302.8383,173.9704,94.48544,2.754883,216.6788,72.25452,11.05264,242.629,69.56504,0.9755707,237.8614,45.66575,10.16895,238.4595,12.84945,295.7776,183.6694,50.54414,293.3934,179.3343,10.76735,291.6573,186.2883,339.0432,293.0708,170.8435,73.46616,292.1707,167.7304,17.41191,283.9737,161.9862,346.5954,289.5991,154.6606,97.6987,289.8673,139.5878,48.88493,289.6092,127.3399,17.31082,299.624,116.592,142.4884,289.0336,126.8556,133.5859,291.1692,100.6181,95.9712,296.4506,98.59277,62.11994,
32,-0.02138443,0.008529782,0.01146218,-0.03734608,0.02447104,0.02255572,-0.06600834,0.03689158,0.03284167,-0.09681492,0.03885889,0.04752268,-0.06112127,0.01211822,0.07853994,-0.09617099,0.003831625,0.09175645,-0.1182576,0.002621531,0.08102901,-0.05614814,-0.009926558,0.07822323,-0.09680216,-0.01831281,0.09096557,-0.1189776,-0.01611733,0.07423227,-0.0548915,-0.02816331,0.06781177,-0.09139775,-0.03687978,0.07994704,-0.1140274,-0.03202784,0.06627697,-0.02630971,-0.02688158,0.02012688,-0.05418655,-0.0441916,0.05261579,-0.08277632,-0.04984498,0.0633993,-0.1008316,-0.04449987,0.05518024,0,0,0,277.3513,344.1466,251.8114,332.3553,189.3594,45.71416,2.761787,200.8688,22.21634,352.1099,205.0226,3.330997,359.9687,198.987,339.2819,283.7068,315.5663,245.7206,285.7731,324.0458,190.4331,287.8376,315.6075,174.0722,286.3998,335.427,223.1613,287.7979,337.2137,165.0635,295.5222,330.1669,138.1384,292.5302,345.2818,215.2188,297.0955,349.8853,156.6526,301.0247,351.7625,117.1794,305.1216,14.27198,220.6676,298.9879,1.15666,202.0496,307.2915,356.244,154.5704,310.9364,2.512138,116.015,
33,-0.02035755,0.01104534,0.01118043,-0.04408567,0.01863921,0.01453793,-0.06761549,0.02394915,0.03689301,-0.08610789,0.03662336,0.06269693,-0.05738711,0.07840037,0.02472374,-0.07690379,0.09398246,0.05384633,-0.08494374,0.08536887,0.07542232,-0.03635788,0.08438754,0.03044444,-0.05349448,0.1160753,0.05468619,-0.06639551,0.1177032,0.07933345,-0.01831478,0.08021855,0.04042569,-0.02806735,0.1146312,0.05705735,-0.04109095,0.1249552,0.07818344,0.004972398,0.03107631,0.02880019,-0.001410723,0.07093883,0.05121717,-0.005656689,0.0990777,0.06369889,-0.01372403,0.1099262,0.07916954,0,0,0,11.16712,242.8225,64.68838,71.21906,299.3369,110.245,57.25606,28.79481,162.6322,61.40541,7.283273,129.2219,59.82084,28.46122,130.4687,17.82371,244.3878,25.25425,14.88402,243.8567,338.7435,14.49466,247.2512,322.5924,8.045888,243.4215,47.47855,6.726117,242.7667,3.371597,0.3729165,242.6224,349.3618,0.9551575,241.3185,60.75381,358.1577,237.5808,22.59933,357.5792,233.947,4.034921,345.8631,228.5968,62.90074,353.4051,236.9275,65.72248,346.1841,233.6644,32.94003,348.8234,228.6161,20.72618,
34,-0.01820676,0.003573656,0.01780939,-0.03921705,0.01227498,0.02852494,-0.06508426,0.007903099,0.04835856,-0.0845532,0.002941847,0.07601345,-0.03741761,0.04175639,0.08311146,-0.05697568,0.02628589,0.1122658,-0.06982233,0.005985737,0.1174841,-0.01683521,0.03442383,0.08889091,-0.02925329,0.03393722,0.1304962,-0.04309918,0.02272701,0.151925,-0.002545372,0.01900363,0.08964968,-0.003431097,0.0240736,0.128758,-0.01075344,0.02032351,0.1543478,0.008230567,-0.006395578,0.04136747,0.00914827,0.0004374981,0.08702654,0.0147807,0.002782583,0.1174961,0.01368546,-0.001235962,0.137615,0,0,0,330.1314,247.957,25.08896,34.60748,221.7694,24.86821,67.18443,198.8876,339.9518,60.18591,220.0218,343.0266,64.678,198.8092,310.3713,335.3176,247.8289,333.6535,333.1022,250.0659,292.1922,335.2646,252.8411,273.7977,327.2416,253.7941,359.2365,325.9062,254.4353,330.9369,320.6436,258.5502,316.001,319.802,262.4152,9.687324,315.4908,261.9929,348.7182,313.2459,257.9143,335.8056,301.8793,257.2364,16.26816,311.2816,275.5279,6.568222,305.6192,283.0486,340.3753,303.881,273.6561,341.5707,
35,-0.008800566,0.01994848,0.01363975,-0.01524922,0.04360056,0.01920342,-0.03445385,0.06254935,0.03801087,-0.04852685,0.07436454,0.06683442,0.008188859,0.07224905,0.0690231,-0.01586619,0.08174574,0.09736028,-0.04017185,0.07852626,0.0991576,0.01522155,0.05338717,0.07929781,0.005471841,0.07098651,0.117777,-0.01825285,0.07590544,0.1315435,0.01207505,0.03326619,0.08457091,0.01146825,0.04712307,0.1214974,-0.006258473,0.05576432,0.1397624,-0.0004117638,-0.001066208,0.04264507,0.004895523,0.01245427,0.08647785,0.005653784,0.02023685,0.1165524,-0.005837396,0.02624035,0.1324905,0,0,0,302.4405,191.6046,90.90684,3.725533,231.2021,70.53698,34.18356,253.0072,44.14643,22.9654,252.9565,22.04924,32.909,249.1568,3.368282,298.7251,201.8859,31.00122,295.871,200.0359,342.5348,295.5284,207.5244,315.9323,295.9232,189.9807,67.99269,294.9341,187.4355,24.75275,288.8534,179.6665,14.07804,290.6024,175.5198,93.31292,290.7395,162.1429,65.20667,292.7501,153.5592,49.91235,297.7733,132.4489,141.079,287.8415,144.9326,125.1713,288.6247,119.251,113.7995,293.9976,123.424,94.99837,
36,-0.01960206,0.01019585,0.01316199,-0.04326715,0.01473784,0.02032414,-0.06308503,0.02220809,0.04548445,-0.07800132,0.0387454,0.07141653,-0.06583045,0.07254779,0.02131537,-0.08243872,0.08930433,0.05156779,-0.0844093,0.08491457,0.07567602,-0.04568566,0.08277857,0.02074969,-0.0650951,0.1149944,0.04244903,-0.07489803,0.1242589,0.06683436,-0.02560407,0.08380783,0.02693263,-0.03989714,0.1190416,0.03743207,-0.05113442,0.1364671,0.05453739,0.004203349,0.03735006,0.02017957,-0.005460024,0.07994783,0.03515691,-0.01408434,0.1093038,0.04058588,-0.02102393,0.1251727,0.05163735,0,0,0,24.92199,258.0288,73.6059,66.10479,352.344,153.5129,40.79657,40.16037,162.5394,45.62207,25.69519,136.2324,43.58572,40.03444,128.1789,33.65498,260.0939,31.64957,30.78126,259.121,348.0037,29.79623,262.8181,335.2079,23.79077,257.387,54.17698,22.57657,256.5277,21.10309,17.27619,254.5044,13.93716,17.12524,254.0448,69.17427,15.08395,249.9635,42.17606,16.22734,246.4666,29.96058,1.397264,240.5189,67.33638,11.50421,248.0845,74.59319,5.140418,244.1543,50.8503,9.275285,240.3245,41.64398,
37,-0.008703262,0.02247953,0.008964181,-0.01400536,0.04704344,0.009648323,-0.03018124,0.07530928,0.01422817,-0.04528354,0.1020375,0.0292604,0.006279171,0.0828439,0.05611277,0.01346134,0.104441,0.08699659,0.0002922714,0.1162518,0.104068,0.01091203,0.06577122,0.07017908,0.01089488,0.0896858,0.1064219,-0.01061778,0.1003629,0.1205561,0.005853951,0.04709566,0.0784373,0.006801754,0.06765437,0.1120883,-0.008343935,0.08174407,0.1292523,-0.004748374,0.006549001,0.04188645,-0.002918705,0.02735031,0.08307192,-0.0004633069,0.04149723,0.1106301,-0.009090185,0.05182695,0.1261539,0,0,0,312.1328,179.6157,98.27719,7.757147,226.0962,80.45361,26.46462,252.6309,73.75536,16.4073,246.5424,54.59927,26.46553,249.4583,37.79384,304.5872,184.1393,97.38947,304.2825,178.8795,58.53352,301.0379,179.3995,37.79875,303.4741,176.2513,93.10567,303.0333,173.6683,44.65686,297.9479,163.6709,30.61002,302.3467,166.2539,103.0649,303.0972,157.7865,73.72576,305.4508,152.5724,54.54621,307.2498,134.1074,131.9143,301.837,150.5271,120.3399,301.0803,135.7221,103.1131,306.6243,136.8864,87.50542,
38,-0.01295494,0.01764989,0.01349387,-0.0225255,0.04000783,0.01985669,-0.04702012,0.05843401,0.03177679,-0.06954838,0.07056975,0.05444059,-0.01117106,0.06496644,0.0755364,-0.01781146,0.07276559,0.112508,-0.0385399,0.0730288,0.1257226,-0.004302904,0.04572868,0.08520791,-0.01437284,0.05783105,0.1256749,-0.04184881,0.05739927,0.1303073,-0.006394506,0.02497983,0.08797619,-0.01160772,0.03587747,0.1255263,-0.03741319,0.03981805,0.1319344,-0.007882133,-0.005596042,0.04155073,-0.01177149,0.003587723,0.08663747,-0.01236245,0.01073253,0.1168736,-0.03094129,0.01618612,0.1237439,0,0,0,297.8967,191.4796,78.8853,3.372369,220.1983,62.99047,35.76622,235.1086,43.6694,24.46264,235.1208,22.95694,33.13965,231.5444,348.4879,286.7243,216.1085,44.94698,284.2085,210.0949,2.499094,283.0091,222.6653,325.3983,288.4605,195.6416,61.66705,287.3178,192.419,357.0161,278.9174,204.7986,303.4799,286.1701,179.6217,82.76871,285.1987,160.8857,33.99948,283.6996,145.0168,2.209509,290.4251,118.0814,145.2674,285.0721,150.1979,117.8459,285.4251,114.0774,86.35233,290.2998,108.1584,47.76248,
39,-0.01885612,0.01637924,0.006132066,-0.03216246,0.03769553,0.006851554,-0.06218164,0.05047619,0.01098675,-0.09205981,0.05555832,0.02679545,-0.04671754,0.06448543,0.06091201,-0.08382547,0.06513679,0.07062817,-0.1040419,0.05756915,0.05886453,-0.04266568,0.04621255,0.07358027,-0.08512872,0.0483309,0.08240342,-0.09159561,0.03837693,0.0571909,-0.0438188,0.02539933,0.07641637,-0.08234875,0.02807629,0.08443058,-0.08791947,0.02301991,0.05862522,-0.02354564,-0.005810499,0.03509629,-0.04623224,0.003544569,0.07421261,-0.07551138,0.008274555,0.08348519,-0.08072175,0.008922219,0.06362194,0,0,0,300.3878,177.5242,67.46984,7.864323,195.8585,58.87061,42.21813,210.3429,31.65051,31.30215,213.129,10.02098,39.57799,206.5427,341.2096,297.6196,192.8129,2.098727,294.7264,194.4409,312.6125,296.0324,201.4707,287.5907,292.5948,184.9982,7.294448,291.1248,186.1962,277.6461,294.5754,210.9507,196.1746,286.4266,178.4116,13.88436,281.0765,180.2448,281.7209,280.1768,204.6272,193.6626,285.8695,106.569,132.2092,280.164,138.3649,59.60484,272.2125,49.96589,54.75251,276.0651,5.278833,35.65137,
40,-0.0210353,0.01419914,0.004163533,-0.04460397,0.02258313,0.001675904,-0.06767456,0.04025841,0.01706842,-0.08249277,0.06609643,0.0338392,-0.05618012,0.08243299,-0.009989291,-0.07504098,0.1103904,0.008299321,-0.08689967,0.1135415,0.02960196,-0.03576235,0.08987105,-0.003777206,-0.05645302,0.1224003,0.01620254,-0.07013239,0.1198188,0.04034343,-0.01932234,0.089131,0.00932762,-0.03636321,0.1210955,0.02494249,-0.05300485,0.1234028,0.04592457,0.002840027,0.03879142,0.01752341,-0.004357651,0.08383548,0.02470079,-0.01783095,0.1100613,0.03451368,-0.03179748,0.1157411,0.04847047,0,0,0,19.03638,239.9844,82.83539,57.25097,320.6093,141.9408,35.34735,6.836751,138.7834,35.59128,352.8159,111.6381,38.14085,5.873599,105.8971,18.33961,244.7734,50.15043,15.87315,243.0024,7.657814,13.91188,245.7894,353.0831,13.71807,240.0246,50.45676,12.40898,239.2892,354.5573,5.689962,240.2892,336.0966,9.312048,235.6065,55.20189,5.897737,232.0907,4.95062,3.927883,228.8875,341.8049,358.6674,219.0148,77.35337,6.875925,227.0041,58.22081,358.9176,224.6686,16.05127,359.7971,219.1731,359.2273,
41,-0.01165491,0.02239048,0.004925728,-0.02482843,0.04341745,0.0008901358,-0.05016387,0.05850375,0.01545435,-0.073815,0.07821119,0.03030998,-0.001453996,0.09905982,0.01536947,-0.002754703,0.1343969,0.03024954,-0.01674436,0.1469001,0.04613411,0.01471667,0.0911597,0.02904058,0.02133814,0.1302274,0.04679793,0.0100064,0.1480485,0.06497955,0.02100533,0.0776825,0.04391927,0.03221197,0.1117367,0.06037128,0.02622434,0.1323274,0.07657892,0.01161706,0.02389467,0.03337663,0.02307582,0.06103694,0.05830526,0.03534135,0.0850172,0.07380104,0.0354194,0.1001076,0.08774346,0,0,0,339.5717,216.584,88.27068,32.86679,262.5568,95.23924,62.13139,312.3907,101.0867,54.49349,293.6225,83.05441,61.42076,310.4799,90.80707,343.4004,220.1543,73.97694,341.8581,217.4696,32.35748,338.9908,219.2387,15.43199,334.9366,215.8615,83.3393,334.2635,214.4265,45.22935,329.9638,209.5982,36.6076,329.7501,210.3455,91.97512,329.477,205.0873,62.78041,331.5941,201.7122,49.05451,324.6783,188.2622,99.67255,321.698,201.772,100.4627,317.9907,193.2006,81.29948,323.494,191.7604,73.46811,
42,-0.01394255,0.01774764,0.01233119,-0.02161832,0.04040194,0.02006623,-0.03859036,0.0674113,0.02806863,-0.05316149,0.09591162,0.04006293,-0.02616318,0.05369437,0.08052066,-0.04078905,0.05956173,0.115499,-0.06029691,0.06354201,0.1299199,-0.02595595,0.03220451,0.0875167,-0.0459574,0.03880143,0.1254886,-0.07100339,0.04404998,0.1365216,-0.03196114,0.01219356,0.08505574,-0.05123693,0.01818562,0.1189451,-0.07409856,0.02511632,0.1312669,-0.02223097,-0.0100081,0.03500757,-0.03972431,-0.007123113,0.07764491,-0.0560496,-0.001435757,0.1034666,-0.07359491,0.004515171,0.1123472,0,0,0,289.5529,142.9032,110.8832,348.7758,200.8534,66.7435,10.49724,220.7127,56.64106,358.4933,217.1832,56.51756,9.642917,221.5542,60.7048,279.0016,144.9735,102.1874,279.3178,126.0642,90.40347,276.5804,111.9594,89.78314,280.468,118.521,123.2588,280.869,110.9369,92.78617,282.6646,80.21027,108.0861,283.7198,99.38419,140.1716,287.1583,88.13032,119.0721,290.8516,87.35056,99.67145,300.168,73.86951,172.8643,291.1243,86.50407,149.48,294.5303,68.38315,135.7615,298.9957,75.88503,115.9227,
